URL,Indicator
https://www.nytimes.com,OK
https://www.nytimes.com,OK
https://www.nytimes.com,OK
https://www.nytimes.com/international/,OK
https://www.nytimes.com/international/,OK
https://www.nytimes.com/international/,OK
https://www.nytimes.com/ca/,OK
https://www.nytimes.com/es/,OK
https://cn.nytimes.com,N_OK
https://cn.nytimes.com/zh-hant/,N_OK
https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,N_OK
https://www.nytimes.com/vi-assets/static-assets/favicon-d2483f10ef688e6f89e23806b9700298.ico,OK
https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png,OK
https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-28865b72953380a40aa43318108876cb.png,OK
https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png,OK
https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png,OK
https://static01.nyt.com/video-static/betamax/player-0.1.65-C4KfGpH_.css,N_OK
https://static01.nyt.com/video-static/betamax/overlay-controls-0.1.65-CStgWixN.css,N_OK
https://static01.nyt.com/video-static/betamax/scrubber-0.1.65-C7UsZDAv.css,N_OK
https://static01.nyt.com/video-static/betamax/poster-0.1.65-BWilSOp8.css,N_OK
https://static01.nyt.com/video-static/betamax/player-DT1Anq0T.js,N_OK
https://static01.nyt.com/video-static/betamax/betamax-shared-DNu_mtoR.js,N_OK
https://static01.nyt.com/video-static/betamax/reduced-motion-CN9q63pJ.js,N_OK
https://static01.nyt.com/video-static/betamax/identify-user-NlIHKxju.js,N_OK
https://static01.nyt.com/video-static/betamax/event-types-CbdmtTzo.js,N_OK
https://static01.nyt.com/video-static/betamax/intersection-observer-DTN0o76x.js,N_OK
https://static01.nyt.com/video-static/betamax/video-element-CZhgDJxa.js,N_OK
https://static01.nyt.com/video-static/betamax/overlay-controls-TTaI-RRL.js,N_OK
https://static01.nyt.com/video-static/betamax/betamax-shared-DNu_mtoR.js,N_OK
https://static01.nyt.com/video-static/betamax/scrubber-B_3z323B.js,N_OK
https://static01.nyt.com/video-static/betamax/event-types-CbdmtTzo.js,N_OK
https://static01.nyt.com/video-static/betamax/keyboard-controls-B7tNIFyx.js,N_OK
https://static01.nyt.com/video-static/betamax/reduced-motion-CN9q63pJ.js,N_OK
https://static01.nyt.com/video-static/betamax/identify-user-NlIHKxju.js,N_OK
https://static01.nyt.com/video-static/betamax/intersection-observer-DTN0o76x.js,N_OK
https://static01.nyt.com/video-static/betamax/poster-0.1.65-Ie9A-LXH.js,N_OK
https://static01.nyt.com/video-static/betamax/betamax-shared-DNu_mtoR.js,N_OK
https://vp.nyt.com,N_OK
https://g1.nyt.com,N_OK
https://g1.nyt.com/fonts/css/web-fonts.c851560786173ad206e1f76c1901be7e096e8f8b.css,N_OK
https://www.nytimes.com/vi-assets/static-assets/global-bf55b3b62e74478ad488922130f07a8e.css,OK
https://www.nytimes.com/vi-assets/static-assets/cssModulesStyles-360d099b815cb7534c8a.css,OK
https://static01.nytimes.com/newsgraphics/weather-hp-strip/7ab7e675-5a8b-4e05-911d-320d86c301a1/_assets/_app/immutable/assets/weather-hp-modules.cbd92ddb.css,N_OK
https://www.nytimes.com,OK
https://www.nytimes.com,OK
https://www.nytimes.com/,OK
https://www.nytimes.com/,OK
https://www.nytimes.com/international/,OK
https://www.nytimes.com/ca/,OK
https://www.nytimes.com/es/,OK
https://cn.nytimes.com,N_OK
https://www.nytimes.com/section/todayspaper,OK
https://www.nytimes.com/live/2025/09/29/world/trump-netanyahu-israel-gaza,OK
https://www.nytimes.com/live/2025/09/29/us/trump-news-shutdown,OK
https://www.nytimes.com/live/2025/09/29/world/trump-netanyahu-israel-gaza,OK
https://www.nytimes.com/live/2025/09/29/world/trump-netanyahu-israel-gaza,OK
https://www.nytimes.com/live/2025/09/29/world/trump-netanyahu-israel-gaza,OK
https://www.nytimes.com/2025/09/29/world/middleeast/-full-text-of-gaza-plan.html,OK
https://www.nytimes.com/2025/09/29/world/middleeast/tony-blair-gaza.html,OK
https://www.nytimes.com,OK
https://www.nytimes.com/2025/09/29/us/politics/schumer-thune-jeffries-johnson-shutdown.html,OK
https://static01.nyt.com/video-static/betamax/player-0.1.65-C4KfGpH_.css,N_OK
https://static01.nyt.com/video-static/betamax/overlay-controls-0.1.65-CStgWixN.css,N_OK
https://static01.nyt.com/video-static/betamax/scrubber-0.1.65-C7UsZDAv.css,N_OK
https://static01.nyt.com/video-static/betamax/poster-0.1.65-BWilSOp8.css,N_OK
https://www.nytimes.com/2025/09/29/us/politics/russell-vought-trump-budget.html,OK
https://www.nytimes.com/live/2025/09/29/us/trump-news-shutdown,OK
https://www.nytimes.com/2025/09/29/us/politics/government-shutdown-federal-services-mail-parks.html,OK
https://www.nytimes.com/interactive/2025/nyregion/nyc-mayor-candidates-2025.html,OK
https://www.nytimes.com/2025/09/14/nyregion/hochul-mamdani-mayor-endorsement.html,OK
https://www.nytimes.com/interactive/polls/nyc-mayoral-election-polls-2025.html,OK
https://www.nytimes.com/2025/09/29/nyregion/eric-adams-black-voters.html,OK
https://www.nytimes.com/2025/09/29/nyregion/eric-adams-mayor-history.html,OK
https://www.nytimes.com/2025/09/29/us/michigan-church-attack.html,OK
https://static01.nyt.com/video-static/betamax/player-0.1.65-C4KfGpH_.css,N_OK
https://static01.nyt.com/video-static/betamax/overlay-controls-0.1.65-CStgWixN.css,N_OK
https://static01.nyt.com/video-static/betamax/scrubber-0.1.65-C7UsZDAv.css,N_OK
https://static01.nyt.com/video-static/betamax/poster-0.1.65-BWilSOp8.css,N_OK
https://www.nytimes.com/2025/09/29/us/michigan-mormon-church-shooting-fire.html,OK
https://www.nytimes.com,OK
https://www.nytimes.com/tips,OK
https://www.nytimes.com/2025/09/28/style/fox-news-kat-timpf-greg-gutfeld.html,OK
https://www.nytimes.com/2025/09/25/us/politics/james-comey-indicted.html,OK
https://www.nytimes.com/interactive/2025/07/28/business/economy/trump-tariff-tracker.html,OK
https://www.nytimes.com/2025/08/31/us/trump-crime-strategy-solutions.html,OK
https://www.nytimes.com/2025/07/17/us/politics/timeline-trump-epstein.html,OK
https://www.nytimes.com/2025/09/29/us/trump-immigration-agents-us-citizens.html,OK
https://www.nytimes.com/2025/09/29/business/trump-tariffs-small-businesses.html,OK
https://www.nytimes.com/2025/09/29/business/economy/trump-entity-list-rule-change.html,OK
https://www.nytimes.com/interactive/2025/09/29/us/national-archives-constitution.html,OK
https://www.nytimes.com,OK
https://www.nytimes.com/2025/09/10/us/politics/charlie-kirk-dead.html,OK
https://www.nytimes.com/2025/09/15/us/charlie-kirk-patel-dna.html,OK
https://www.nytimes.com/2025/09/16/us/politics/kirk-shooting-suspect-motive-messages.html,OK
https://www.nytimes.com/2025/09/20/us/charlie-kirk-shooting-news-coverage.html,OK
https://www.nytimes.com/2025/09/29/us/charlie-kirk-free-speech.html,OK
https://www.nytimes.com/2025/09/29/us/charlie-kirk-assassination-conspiracy-theories.html,OK
https://www.nytimes.com/2025/09/29/climate/trump-coal-revival.html,OK
https://www.nytimes.com/2025/09/29/business/west-virginia-electricity-prices-coal.html,OK
https://www.nytimes.com/2025/09/29/us/politics/trey-reed-hanging-mississippi.html,OK
https://www.nytimes.com,OK
https://www.nytimes.com/2025/09/29/world/europe/zaporizhzhia-nuclear-power-plant-russia-ukraine.html,OK
https://static01.nyt.com/video-static/betamax/player-0.1.65-C4KfGpH_.css,N_OK
https://static01.nyt.com/video-static/betamax/overlay-controls-0.1.65-CStgWixN.css,N_OK
https://static01.nyt.com/video-static/betamax/scrubber-0.1.65-C7UsZDAv.css,N_OK
https://static01.nyt.com/video-static/betamax/poster-0.1.65-BWilSOp8.css,N_OK
https://www.nytimes.com/2025/09/29/world/europe/moldova-elections-russia-europe.html,OK
https://www.nytimes.com/2025/09/29/world/europe/octopus-invasion-england-uk.html,OK
https://www.nytimes.com/athletic/6672509/2025/09/29/mets-mlb-collapse-mendoza-soto-lindor/,OK
https://www.nytimes.com/athletic/6673732/2025/09/29/mets-steve-cohen-apology-fans/,OK
https://www.nytimes.com/athletic/6673694/2025/09/29/giants-bob-melvin-manager-fired/,OK
https://www.nytimes.com,OK
https://www.nytimes.com/2025/09/04/fashion/giorgio-armani-dead.html,OK
https://www.nytimes.com/2025/09/04/style/giorgio-armani-photos.html,OK
https://www.nytimes.com/2025/07/09/style/armani-prive-couture.html,OK
https://www.nytimes.com/2024/10/19/style/armani-store-nyc-fashion-show.html,OK
https://www.nytimes.com/2024/04/05/style/giorgio-armani-aging-fashion.html,OK
https://www.nytimes.com/2025/09/29/style/giorgio-armani-last-show.html,OK
https://www.nytimes.com/2025/09/29/style/giorgio-armani-last-show.html,OK
https://www.nytimes.com/section/opinion,OK
https://www.nytimes.com/2025/09/29/opinion/democrats-dan-osborne.html,OK
https://www.nytimes.com/2025/09/29/opinion/flight-delays-faa-government-shutdown.html,OK
https://www.nytimes.com/2025/09/29/opinion/cryptocurrency-genius-clarity-stablecoin-digital-dollar.html,OK
https://www.nytimes.com/2025/09/29/opinion/anthropic-chatbot-lawsuit-books.html,OK
https://www.nytimes.com/2025/09/29/briefing/trumps-tactics-on-crime.html,OK
https://www.nytimes.com/2025/09/29/world/americas/brazil-digital-payments.html,OK
https://www.nytimes.com/2025/09/29/business/dealbook/electronic-arts-buyout-jared-kushner.html,OK
https://www.nytimes.com/2025/09/29/us/politics/alaska-plane-beer-supreme-court.html,OK
https://www.nytimes.com/athletic/6672037/2025/09/29/nfl-week-4-takeaways-cowboys-packers-jaxson-dart/,OK
https://www.nytimes.com/athletic/,OK
https://www.nytimes.com/athletic/connections-sports-edition,OK
https://cooking.nytimes.com/,N_OK
https://www.nytimes.com/wirecutter/,OK
https://www.nytimes.com/games/wordle/index.html,OK
https://www.nytimes.com/games/connections?GAMES_connectionsRollout_1130=1_ConnectionsV2,OK
https://www.nytimes.com/games/strands,OK
https://www.nytimes.com/puzzles/spelling-bee,OK
https://www.nytimes.com/crosswords,OK
http://www.nytimes.com/crosswords/game/mini,OK
https://www.nytimes.com/,OK
https://www.nytimes.com/,OK
https://www.nytimes.com/section/us,OK
https://www.nytimes.com/section/world,OK
https://www.nytimes.com/section/politics,OK
https://www.nytimes.com/section/nyregion,OK
https://www.nytimes.com/section/education,OK
https://www.nytimes.com/section/sports,OK
https://www.nytimes.com/section/business,OK
https://www.nytimes.com/section/technology,OK
https://www.nytimes.com/section/science,OK
https://www.nytimes.com/section/weather,OK
https://www.nytimes.com/spotlight/the-great-read,OK
https://www.nytimes.com/section/obituaries,OK
